"Time","Pop_size","Pop_est","Cull_cost","Cull_count","GA_count","AN_count","Cull_cost","User_budget"
114,10000,10000,10,373,500,0,10,10000
115,10000,10000,10,359,500,0,10,10000
116,10000,10000,10,374,500,0,10,10000
117,10000,10000,10,382,500,0,10,10000
118,10000,10000,10,372,500,0,10,10000
119,10000,10000,10,434,500,0,10,10000
120,10000,10000,10,365,500,0,10,10000
121,10000,10000,10,369,500,0,10,10000
122,10000,10000,10,396,500,0,10,10000
123,10000,10000,10,383,500,0,10,10000
124,10000,10000,10,395,500,0,10,10000
125,10000,10000,10,377,500,0,10,10000
126,10000,10000,10,373,500,0,10,10000
127,10000,10000,10,374,500,0,10,10000
128,10000,10000,10,367,500,0,10,10000
129,10000,10000,10,372,500,0,10,10000
130,10000,10000,10,365,500,0,10,10000
131,10000,10000,10,375,500,0,10,10000
132,10000,10000,10,363,500,0,10,10000
133,10000,10000,10,374,500,0,10,10000
134,10000,10000,10,362,500,0,10,10000
135,10000,10000,10,376,500,0,10,10000
136,10000,10000,10,365,500,0,10,10000
137,10000,10000,10,369,500,0,10,10000
138,10000,10000,10,364,500,0,10,10000
139,10000,10000,10,363,500,0,10,10000
140,10000,10000,10,368,500,0,10,10000
141,10000,10000,10,362,500,0,10,10000
142,10000,10000,10,376,500,0,10,10000
143,10000,10000,10,367,500,0,10,10000
144,10000,10000,10,366,500,0,10,10000
145,10000,10000,10,357,500,0,10,10000
146,10000,10000,10,366,500,0,10,10000
147,10000,10000,10,357,500,0,10,10000
148,10000,10000,10,360,500,0,10,10000
149,10000,10000,10,366,500,0,10,10000
150,10000,10000,10,368,500,0,10,10000
151,10000,10000,10,365,500,0,10,10000
152,10000,10000,10,364,500,0,10,10000
153,10000,10000,10,372,500,0,10,10000
154,10000,10000,10,381,500,0,10,10000
155,10000,10000,10,384,500,0,10,10000
156,10000,10000,10,369,500,0,10,10000
157,10000,10000,10,366,500,0,10,10000
158,10000,10000,10,415,500,0,10,10000
159,10000,10000,10,404,500,0,10,10000
160,10000,10000,10,374,500,0,10,10000
161,10000,10000,10,400,500,0,10,10000
162,10000,10000,10,370,500,0,10,10000
163,10000,10000,10,363,500,0,10,10000
164,10000,10000,10,401,500,0,10,10000
165,10000,10000,10,368,500,0,10,10000
166,10000,10000,10,393,500,0,10,10000
167,10000,10000,10,366,500,0,10,10000
168,10000,10000,10,418,500,0,10,10000
169,10000,10000,10,366,500,0,10,10000
170,10000,10000,10,367,500,0,10,10000
171,10000,10000,10,383,500,0,10,10000
172,10000,10000,10,399,500,0,10,10000
173,10000,10000,10,358,500,0,10,10000
174,10000,10000,10,385,500,0,10,10000
175,10000,10000,10,362,500,0,10,10000
176,10000,10000,10,379,500,0,10,10000
177,10000,10000,10,364,500,0,10,10000
178,10000,10000,10,376,500,0,10,10000
179,10000,10000,10,370,500,0,10,10000
180,10000,10000,10,374,500,0,10,10000
181,10000,10000,10,368,500,0,10,10000
182,10000,10000,10,360,500,0,10,10000
183,10000,10000,10,368,500,0,10,10000
184,10000,10000,10,375,500,0,10,10000
185,10000,10000,10,372,500,0,10,10000
186,10000,10000,10,368,500,0,10,10000
187,10000,10000,10,375,500,0,10,10000
188,10000,10000,10,362,500,0,10,10000
189,10000,10000,10,405,500,0,10,10000
190,10000,10000,10,385,500,0,10,10000
191,10000,10000,10,398,500,0,10,10000
192,10000,10000,10,363,500,0,10,10000
193,10000,10000,10,363,500,0,10,10000
194,10000,10000,10,363,500,0,10,10000
195,10000,10000,10,373,500,0,10,10000
196,10000,10000,10,370,500,0,10,10000
197,10000,10000,10,379,500,0,10,10000
198,10000,10000,10,367,500,0,10,10000
199,10000,10000,10,371,500,0,10,10000
200,10000,10000,10,365,500,0,10,10000
101,10000,10000,10,453,1300,0,10,10000
102,10000,10000,10,415,1300,0,10,10000
103,10000,10000,10,412,1300,0,10,10000
104,10000,10000,10,381,1300,0,10,10000
105,10000,10000,10,380,1300,0,10,10000
106,10000,10000,10,378,1300,0,10,10000
107,10000,10000,10,396,1300,0,10,10000
108,10000,10000,10,369,1300,0,10,10000
109,10000,10000,10,401,1300,0,10,10000
110,10000,10000,10,396,1300,0,10,10000
111,10000,10000,10,380,1300,0,10,10000
112,10000,10000,10,395,1300,0,10,10000
113,10000,10000,10,389,1300,0,10,10000
114,10000,10000,10,386,1300,0,10,10000
115,10000,10000,10,422,1300,0,10,10000
116,10000,10000,10,420,1300,0,10,10000
117,10000,10000,10,389,1300,0,10,10000
118,10000,10000,10,388,1300,0,10,10000
119,10000,10000,10,383,1300,0,10,10000
120,10000,10000,10,387,1300,0,10,10000
121,10000,10000,10,403,1300,0,10,10000
122,10000,10000,10,414,1300,0,10,10000
123,10000,10000,10,469,1300,0,10,10000
124,10000,10000,10,388,1300,0,10,10000
125,10000,10000,10,376,1300,0,10,10000
126,10000,10000,10,364,1300,0,10,10000
127,10000,10000,10,387,1300,0,10,10000
128,10000,10000,10,415,1300,0,10,10000
129,10000,10000,10,417,1300,0,10,10000
130,10000,10000,10,380,1300,0,10,10000
131,10000,10000,10,372,1300,0,10,10000
132,10000,10000,10,370,1300,0,10,10000
133,10000,10000,10,402,1300,0,10,10000
134,10000,10000,10,376,1300,0,10,10000
135,10000,10000,10,400,1300,0,10,10000
136,10000,10000,10,377,1300,0,10,10000
137,10000,10000,10,380,1300,0,10,10000
138,10000,10000,10,391,1300,0,10,10000
139,10000,10000,10,373,1300,0,10,10000
140,10000,10000,10,396,1300,0,10,10000
141,10000,10000,10,376,1300,0,10,10000
142,10000,10000,10,370,1300,0,10,10000
143,10000,10000,10,377,1300,0,10,10000
144,10000,10000,10,379,1300,0,10,10000
145,10000,10000,10,380,1300,0,10,10000
146,10000,10000,10,444,1300,0,10,10000
147,10000,10000,10,376,1300,0,10,10000
148,10000,10000,10,380,1300,0,10,10000
149,10000,10000,10,382,1300,0,10,10000
150,10000,10000,10,387,1300,0,10,10000
151,10000,10000,10,372,1300,0,10,10000
152,10000,10000,10,367,1300,0,10,10000
153,10000,10000,10,371,1300,0,10,10000
154,10000,10000,10,405,1300,0,10,10000
155,10000,10000,10,369,1300,0,10,10000
156,10000,10000,10,364,1300,0,10,10000
157,10000,10000,10,394,1300,0,10,10000
158,10000,10000,10,406,1300,0,10,10000
159,10000,10000,10,383,1300,0,10,10000
160,10000,10000,10,377,1300,0,10,10000
161,10000,10000,10,397,1300,0,10,10000
162,10000,10000,10,374,1300,0,10,10000
163,10000,10000,10,365,1300,0,10,10000
164,10000,10000,10,394,1300,0,10,10000
165,10000,10000,10,369,1300,0,10,10000
166,10000,10000,10,363,1300,0,10,10000
167,10000,10000,10,376,1300,0,10,10000
168,10000,10000,10,372,1300,0,10,10000
169,10000,10000,10,365,1300,0,10,10000
170,10000,10000,10,372,1300,0,10,10000
171,10000,10000,10,402,1300,0,10,10000
172,10000,10000,10,384,1300,0,10,10000
173,10000,10000,10,377,1300,0,10,10000
174,10000,10000,10,390,1300,0,10,10000
175,10000,10000,10,383,1300,0,10,10000
176,10000,10000,10,422,1300,0,10,10000
177,10000,10000,10,376,1300,0,10,10000
178,10000,10000,10,379,1300,0,10,10000
179,10000,10000,10,387,1300,0,10,10000
180,10000,10000,10,380,1300,0,10,10000
181,10000,10000,10,395,1300,0,10,10000
182,10000,10000,10,388,1300,0,10,10000
183,10000,10000,10,405,1300,0,10,10000
184,10000,10000,10,387,1300,0,10,10000
185,10000,10000,10,409,1300,0,10,10000
186,10000,10000,10,367,1300,0,10,10000
187,10000,10000,10,410,1300,0,10,10000
188,10000,10000,10,385,1300,0,10,10000
189,10000,10000,10,374,1300,0,10,10000
190,10000,10000,10,375,1300,0,10,10000
191,10000,10000,10,398,1300,0,10,10000
192,10000,10000,10,385,1300,0,10,10000
193,10000,10000,10,407,1300,0,10,10000
194,10000,10000,10,426,1300,0,10,10000
195,10000,10000,10,385,1300,0,10,10000
196,10000,10000,10,378,1300,0,10,10000
197,10000,10000,10,386,1300,0,10,10000
198,10000,10000,10,374,1300,0,10,10000
199,10000,10000,10,391,1300,0,10,10000
200,10000,10000,10,399,1300,0,10,10000
101,10000,10000,10,381,700,0,10,10000
102,10000,10000,10,394,700,0,10,10000
103,10000,10000,10,383,700,0,10,10000
104,10000,10000,10,389,700,0,10,10000
105,10000,10000,10,402,700,0,10,10000
106,10000,10000,10,394,700,0,10,10000
107,10000,10000,10,424,700,0,10,10000
108,10000,10000,10,379,700,0,10,10000
109,10000,10000,10,413,700,0,10,10000
110,10000,10000,10,391,700,0,10,10000
111,10000,10000,10,398,700,0,10,10000
112,10000,10000,10,378,700,0,10,10000
113,10000,10000,10,468,700,0,10,10000
114,10000,10000,10,377,700,0,10,10000
115,10000,10000,10,425,700,0,10,10000
116,10000,10000,10,375,700,0,10,10000
117,10000,10000,10,374,700,0,10,10000
118,10000,10000,10,396,700,0,10,10000
119,10000,10000,10,376,700,0,10,10000
120,10000,10000,10,394,700,0,10,10000
121,10000,10000,10,382,700,0,10,10000
122,10000,10000,10,387,700,0,10,10000
123,10000,10000,10,398,700,0,10,10000
124,10000,10000,10,425,700,0,10,10000
125,10000,10000,10,386,700,0,10,10000
126,10000,10000,10,402,700,0,10,10000
127,10000,10000,10,404,700,0,10,10000
128,10000,10000,10,381,700,0,10,10000
129,10000,10000,10,370,700,0,10,10000
130,10000,10000,10,382,700,0,10,10000
131,10000,10000,10,376,700,0,10,10000
132,10000,10000,10,393,700,0,10,10000
133,10000,10000,10,367,700,0,10,10000
134,10000,10000,10,383,700,0,10,10000
135,10000,10000,10,379,700,0,10,10000
136,10000,10000,10,384,700,0,10,10000
137,10000,10000,10,370,700,0,10,10000
138,10000,10000,10,404,700,0,10,10000
139,10000,10000,10,364,700,0,10,10000
140,10000,10000,10,397,700,0,10,10000
141,10000,10000,10,384,700,0,10,10000
142,10000,10000,10,376,700,0,10,10000
143,10000,10000,10,385,700,0,10,10000
144,10000,10000,10,367,700,0,10,10000
145,10000,10000,10,383,700,0,10,10000
146,10000,10000,10,395,700,0,10,10000
147,10000,10000,10,380,700,0,10,10000
148,10000,10000,10,396,700,0,10,10000
149,10000,10000,10,384,700,0,10,10000
150,10000,10000,10,376,700,0,10,10000
151,10000,10000,10,393,700,0,10,10000
152,10000,10000,10,436,700,0,10,10000
153,10000,10000,10,375,700,0,10,10000
154,10000,10000,10,407,700,0,10,10000
155,10000,10000,10,373,700,0,10,10000
156,10000,10000,10,415,700,0,10,10000
157,10000,10000,10,373,700,0,10,10000
158,10000,10000,10,368,700,0,10,10000
159,10000,10000,10,383,700,0,10,10000
160,10000,10000,10,393,700,0,10,10000
161,10000,10000,10,380,700,0,10,10000
162,10000,10000,10,443,700,0,10,10000
163,10000,10000,10,379,700,0,10,10000
164,10000,10000,10,386,700,0,10,10000
165,10000,10000,10,393,700,0,10,10000
166,10000,10000,10,388,700,0,10,10000
167,10000,10000,10,402,700,0,10,10000
168,10000,10000,10,425,700,0,10,10000
169,10000,10000,10,407,700,0,10,10000
170,10000,10000,10,400,700,0,10,10000
171,10000,10000,10,449,700,0,10,10000
172,10000,10000,10,381,700,0,10,10000
173,10000,10000,10,381,700,0,10,10000
174,10000,10000,10,440,700,0,10,10000
175,10000,10000,10,417,700,0,10,10000
176,10000,10000,10,368,700,0,10,10000
177,10000,10000,10,441,700,0,10,10000
178,10000,10000,10,409,700,0,10,10000
179,10000,10000,10,382,700,0,10,10000
180,10000,10000,10,384,700,0,10,10000
181,10000,10000,10,401,700,0,10,10000
182,10000,10000,10,392,700,0,10,10000
183,10000,10000,10,382,700,0,10,10000
184,10000,10000,10,463,700,0,10,10000
185,10000,10000,10,399,700,0,10,10000
186,10000,10000,10,383,700,0,10,10000
187,10000,10000,10,397,700,0,10,10000
188,10000,10000,10,382,700,0,10,10000
189,10000,10000,10,380,700,0,10,10000
190,10000,10000,10,409,700,0,10,10000
191,10000,10000,10,376,700,0,10,10000
192,10000,10000,10,375,700,0,10,10000
193,10000,10000,10,385,700,0,10,10000
194,10000,10000,10,388,700,0,10,10000
195,10000,10000,10,399,700,0,10,10000
196,10000,10000,10,390,700,0,10,10000
197,10000,10000,10,374,700,0,10,10000
198,10000,10000,10,447,700,0,10,10000
199,10000,10000,10,381,700,0,10,10000
200,10000,10000,10,388,700,0,10,10000
101,10000,10000,10,379,2000,0,10,10000
102,10000,10000,10,424,2000,0,10,10000
103,10000,10000,10,392,2000,0,10,10000
104,10000,10000,10,398,2000,0,10,10000
105,10000,10000,10,417,2000,0,10,10000
106,10000,10000,10,388,2000,0,10,10000
107,10000,10000,10,381,2000,0,10,10000
108,10000,10000,10,415,2000,0,10,10000
109,10000,10000,10,410,2000,0,10,10000
110,10000,10000,10,385,2000,0,10,10000
111,10000,10000,10,385,2000,0,10,10000
112,10000,10000,10,379,2000,0,10,10000
113,10000,10000,10,386,2000,0,10,10000
114,10000,10000,10,393,2000,0,10,10000
115,10000,10000,10,404,2000,0,10,10000
116,10000,10000,10,389,2000,0,10,10000
117,10000,10000,10,482,2000,0,10,10000
118,10000,10000,10,388,2000,0,10,10000
119,10000,10000,10,386,2000,0,10,10000
120,10000,10000,10,386,2000,0,10,10000
121,10000,10000,10,382,2000,0,10,10000
122,10000,10000,10,377,2000,0,10,10000
123,10000,10000,10,437,2000,0,10,10000
124,10000,10000,10,412,2000,0,10,10000
125,10000,10000,10,406,2000,0,10,10000
126,10000,10000,10,393,2000,0,10,10000
127,10000,10000,10,382,2000,0,10,10000
128,10000,10000,10,424,2000,0,10,10000
129,10000,10000,10,375,2000,0,10,10000
130,10000,10000,10,401,2000,0,10,10000
131,10000,10000,10,405,2000,0,10,10000
132,10000,10000,10,385,2000,0,10,10000
133,10000,10000,10,470,2000,0,10,10000
134,10000,10000,10,381,2000,0,10,10000
135,10000,10000,10,389,2000,0,10,10000
136,10000,10000,10,396,2000,0,10,10000
137,10000,10000,10,463,2000,0,10,10000
138,10000,10000,10,380,2000,0,10,10000
139,10000,10000,10,533,2000,0,10,10000
140,10000,10000,10,386,2000,0,10,10000
141,10000,10000,10,468,2000,0,10,10000
142,10000,10000,10,401,2000,0,10,10000
143,10000,10000,10,410,2000,0,10,10000
144,10000,10000,10,376,2000,0,10,10000
145,10000,10000,10,380,2000,0,10,10000
146,10000,10000,10,394,2000,0,10,10000
147,10000,10000,10,378,2000,0,10,10000
148,10000,10000,10,392,2000,0,10,10000
149,10000,10000,10,390,2000,0,10,10000
150,10000,10000,10,435,2000,0,10,10000
151,10000,10000,10,391,2000,0,10,10000
152,10000,10000,10,402,2000,0,10,10000
153,10000,10000,10,384,2000,0,10,10000
154,10000,10000,10,387,2000,0,10,10000
155,10000,10000,10,390,2000,0,10,10000
156,10000,10000,10,388,2000,0,10,10000
157,10000,10000,10,389,2000,0,10,10000
158,10000,10000,10,394,2000,0,10,10000
159,10000,10000,10,403,2000,0,10,10000
160,10000,10000,10,386,2000,0,10,10000
161,10000,10000,10,398,2000,0,10,10000
162,10000,10000,10,421,2000,0,10,10000
163,10000,10000,10,398,2000,0,10,10000
164,10000,10000,10,373,2000,0,10,10000
165,10000,10000,10,388,2000,0,10,10000
166,10000,10000,10,407,2000,0,10,10000
167,10000,10000,10,408,2000,0,10,10000
168,10000,10000,10,380,2000,0,10,10000
169,10000,10000,10,395,2000,0,10,10000
170,10000,10000,10,378,2000,0,10,10000
171,10000,10000,10,384,2000,0,10,10000
172,10000,10000,10,418,2000,0,10,10000
173,10000,10000,10,395,2000,0,10,10000
174,10000,10000,10,374,2000,0,10,10000
175,10000,10000,10,389,2000,0,10,10000
176,10000,10000,10,371,2000,0,10,10000
177,10000,10000,10,397,2000,0,10,10000
178,10000,10000,10,392,2000,0,10,10000
179,10000,10000,10,399,2000,0,10,10000
180,10000,10000,10,401,2000,0,10,10000
181,10000,10000,10,372,2000,0,10,10000
182,10000,10000,10,381,2000,0,10,10000
183,10000,10000,10,391,2000,0,10,10000
184,10000,10000,10,407,2000,0,10,10000
185,10000,10000,10,395,2000,0,10,10000
186,10000,10000,10,386,2000,0,10,10000
187,10000,10000,10,395,2000,0,10,10000
188,10000,10000,10,397,2000,0,10,10000
189,10000,10000,10,421,2000,0,10,10000
190,10000,10000,10,402,2000,0,10,10000
191,10000,10000,10,380,2000,0,10,10000
192,10000,10000,10,424,2000,0,10,10000
193,10000,10000,10,372,2000,0,10,10000
194,10000,10000,10,408,2000,0,10,10000
195,10000,10000,10,375,2000,0,10,10000
196,10000,10000,10,379,2000,0,10,10000
197,10000,10000,10,403,2000,0,10,10000
198,10000,10000,10,451,2000,0,10,10000
199,10000,10000,10,389,2000,0,10,10000
200,10000,10000,10,390,2000,0,10,10000
101,10000,10000,10,398,700,0,10,10000
102,10000,10000,10,396,700,0,10,10000
103,10000,10000,10,414,700,0,10,10000
104,10000,10000,10,439,700,0,10,10000
105,10000,10000,10,396,700,0,10,10000
106,10000,10000,10,435,700,0,10,10000
107,10000,10000,10,387,700,0,10,10000
108,10000,10000,10,414,700,0,10,10000
109,10000,10000,10,407,700,0,10,10000
110,10000,10000,10,407,700,0,10,10000
111,10000,10000,10,388,700,0,10,10000
112,10000,10000,10,413,700,0,10,10000
113,10000,10000,10,374,700,0,10,10000
114,10000,10000,10,426,700,0,10,10000
115,10000,10000,10,375,700,0,10,10000
116,10000,10000,10,385,700,0,10,10000
117,10000,10000,10,375,700,0,10,10000
118,10000,10000,10,427,700,0,10,10000
119,10000,10000,10,406,700,0,10,10000
120,10000,10000,10,394,700,0,10,10000
121,10000,10000,10,395,700,0,10,10000
122,10000,10000,10,460,700,0,10,10000
123,10000,10000,10,409,700,0,10,10000
124,10000,10000,10,408,700,0,10,10000
125,10000,10000,10,384,700,0,10,10000
126,10000,10000,10,393,700,0,10,10000
127,10000,10000,10,408,700,0,10,10000
128,10000,10000,10,407,700,0,10,10000
129,10000,10000,10,380,700,0,10,10000
130,10000,10000,10,401,700,0,10,10000
131,10000,10000,10,401,700,0,10,10000
132,10000,10000,10,453,700,0,10,10000
133,10000,10000,10,402,700,0,10,10000
134,10000,10000,10,422,700,0,10,10000
135,10000,10000,10,397,700,0,10,10000
136,10000,10000,10,409,700,0,10,10000
137,10000,10000,10,425,700,0,10,10000
138,10000,10000,10,406,700,0,10,10000
139,10000,10000,10,429,700,0,10,10000
140,10000,10000,10,393,700,0,10,10000
141,10000,10000,10,414,700,0,10,10000
142,10000,10000,10,380,700,0,10,10000
143,10000,10000,10,416,700,0,10,10000
144,10000,10000,10,381,700,0,10,10000
145,10000,10000,10,384,700,0,10,10000
146,10000,10000,10,380,700,0,10,10000
147,10000,10000,10,398,700,0,10,10000
148,10000,10000,10,381,700,0,10,10000
149,10000,10000,10,400,700,0,10,10000
150,10000,10000,10,414,700,0,10,10000
151,10000,10000,10,403,700,0,10,10000
152,10000,10000,10,382,700,0,10,10000
153,10000,10000,10,411,700,0,10,10000
154,10000,10000,10,402,700,0,10,10000
155,10000,10000,10,438,700,0,10,10000
156,10000,10000,10,412,700,0,10,10000
157,10000,10000,10,374,700,0,10,10000
158,10000,10000,10,386,700,0,10,10000
159,10000,10000,10,378,700,0,10,10000
160,10000,10000,10,388,700,0,10,10000
161,10000,10000,10,387,700,0,10,10000
162,10000,10000,10,430,700,0,10,10000
163,10000,10000,10,396,700,0,10,10000
164,10000,10000,10,384,700,0,10,10000
165,10000,10000,10,391,700,0,10,10000
166,10000,10000,10,381,700,0,10,10000
167,10000,10000,10,381,700,0,10,10000
168,10000,10000,10,370,700,0,10,10000
169,10000,10000,10,399,700,0,10,10000
170,10000,10000,10,383,700,0,10,10000
171,10000,10000,10,393,700,0,10,10000
172,10000,10000,10,421,700,0,10,10000
173,10000,10000,10,447,700,0,10,10000
174,10000,10000,10,413,700,0,10,10000
175,10000,10000,10,441,700,0,10,10000
176,10000,10000,10,407,700,0,10,10000
177,10000,10000,10,414,700,0,10,10000
178,10000,10000,10,404,700,0,10,10000
179,10000,10000,10,399,700,0,10,10000
180,10000,10000,10,385,700,0,10,10000
181,10000,10000,10,396,700,0,10,10000
182,10000,10000,10,368,700,0,10,10000
183,10000,10000,10,399,700,0,10,10000
184,10000,10000,10,407,700,0,10,10000
185,10000,10000,10,428,700,0,10,10000
186,10000,10000,10,405,700,0,10,10000
187,10000,10000,10,422,700,0,10,10000
188,10000,10000,10,397,700,0,10,10000
189,10000,10000,10,373,700,0,10,10000
190,10000,10000,10,407,700,0,10,10000
191,10000,10000,10,399,700,0,10,10000
192,10000,10000,10,425,700,0,10,10000
193,10000,10000,10,402,700,0,10,10000
194,10000,10000,10,406,700,0,10,10000
195,10000,10000,10,415,700,0,10,10000
196,10000,10000,10,419,700,0,10,10000
197,10000,10000,10,432,700,0,10,10000
198,10000,10000,10,386,700,0,10,10000
199,10000,10000,10,410,700,0,10,10000
200,10000,10000,10,394,700,0,10,10000
101,10000,10000,10,401,1000,0,10,10000
102,10000,10000,10,390,1000,0,10,10000
103,10000,10000,10,431,1000,0,10,10000
104,10000,10000,10,396,1000,0,10,10000
105,10000,10000,10,429,1000,0,10,10000
106,10000,10000,10,388,1000,0,10,10000
107,10000,10000,10,411,1000,0,10,10000
108,10000,10000,10,385,1000,0,10,10000
109,10000,10000,10,420,1000,0,10,10000
110,10000,10000,10,418,1000,0,10,10000
111,10000,10000,10,412,1000,0,10,10000
112,10000,10000,10,415,1000,0,10,10000
113,10000,10000,10,403,1000,0,10,10000
114,10000,10000,10,405,1000,0,10,10000
115,10000,10000,10,394,1000,0,10,10000
116,10000,10000,10,395,1000,0,10,10000
117,10000,10000,10,458,1000,0,10,10000
118,10000,10000,10,392,1000,0,10,10000
119,10000,10000,10,397,1000,0,10,10000
120,10000,10000,10,406,1000,0,10,10000
121,10000,10000,10,429,1000,0,10,10000
122,10000,10000,10,409,1000,0,10,10000
123,10000,10000,10,426,1000,0,10,10000
124,10000,10000,10,398,1000,0,10,10000
125,10000,10000,10,448,1000,0,10,10000
126,10000,10000,10,403,1000,0,10,10000
127,10000,10000,10,400,1000,0,10,10000
128,10000,10000,10,408,1000,0,10,10000
129,10000,10000,10,402,1000,0,10,10000
130,10000,10000,10,413,1000,0,10,10000
131,10000,10000,10,422,1000,0,10,10000
132,10000,10000,10,409,1000,0,10,10000
133,10000,10000,10,423,1000,0,10,10000
134,10000,10000,10,407,1000,0,10,10000
135,10000,10000,10,436,1000,0,10,10000
136,10000,10000,10,414,1000,0,10,10000
137,10000,10000,10,399,1000,0,10,10000
138,10000,10000,10,396,1000,0,10,10000
139,10000,10000,10,386,1000,0,10,10000
140,10000,10000,10,412,1000,0,10,10000
141,10000,10000,10,422,1000,0,10,10000
142,10000,10000,10,415,1000,0,10,10000
143,10000,10000,10,404,1000,0,10,10000
144,10000,10000,10,394,1000,0,10,10000
145,10000,10000,10,431,1000,0,10,10000
146,10000,10000,10,429,1000,0,10,10000
147,10000,10000,10,387,1000,0,10,10000
148,10000,10000,10,394,1000,0,10,10000
149,10000,10000,10,417,1000,0,10,10000
